channel_id	description
UC8a87KN4-w-ExcGufTeX9KQ	"The continued ramblings of a former ""reviewer"" of old video games. Who knows? Maybe I won't close my channel for once."
UCYbbpwosQ0a2d3ygPpruJ1w	"Welcome to NCAA Championships - the official YouTube channel for archival NCAA video and all NCAA Championships.

NCAA and March Madness are trademarks owned by the National Collegiate Athletic Association

Want more classic NCAA Basketball and March Madness moments? Check out: https://www.youtube.com/marchmadness?sub_confirmation=1"
UCGKFpegl7pnPVBi6FhZd4kQ	歡迎來到SSUtv YouTube頻道。本頻道為大專體總（Chinese Taipei University Sports Federation）所屬SSU大專學生運動網www.ssu.org.tw管理使用。SSUtv是第一個專為國內學生體育運動設立的專屬YouTub­­e頻道，SSUtv提供UBA、UVL、UBL、UFA、UC­C­等精彩大學賽事影片外，SSUtv定期也提供高品質的108­0p­HD YouTube網路賽事直播服務，手機及平板也能觀看。歡迎訂閱­­本頻道！可以獲得最新直播消息，您的訂閱就是SSUtv的動力­！
UCfkM3u-0uSKADDitZLpXcfA	"● 2016年8月23日　「トクサンTV」がスタート！
● 2016年9月               月間200万回再生を達成！（※チャンネル開始 初月）
● 2016年10月             再生回数400万
● 2016年11月             再生回数600万回突破！
● 2017年3月               再生回数1800万回突破！
● 2017年5月               再生回数3300万回再生！
● 2018年5月              再生回数1億3000万回突破！
最大月間1500万再生、チャンネル登録者数２６万人の日本一の野球チャンネルとなりました！

★ トクサン
ザ・野球エリート。野球実績は、帝京高校で甲子園出場 〜創価大学では主将として「全国ベスト４」 &リーグ首位打者&盗塁王〜東京ヤクルトスワローズ・楽天東北イーグルスの２球団にリストアップされた華々しいキャリア ！最終的には指名漏れしたが・・(苦笑)  
現在、所属している野球チーム「天晴」の３番ショートで主将・絶対的存在。 ５０m５秒台の俊足であり、ホームランを連発するパンチ力も持つ。守備も未だプロ級！！野球youtuber・クーニンに「師匠」と呼ばれています。

★ ライパチ
学生時代、万年補欠だった野球部の落ちこぼれ的存在。それでも野球が大好きで・・「やるなら強いチームでやりたい！」と強豪草野球チーム『天晴』の門を叩く。死ぬほど努力してレギュラーの座をギリギリ確保中！チームには""元独立リーガー”や""六大学出身の選手""など優秀な選手が多数で、いつも危うい立場・・・。
「下手な選手でも野球が上手くなれる情報を発信したい！」と一念発起して野球youtuberに！野球がうまくなるコツを取材します！！

★アニキ
強豪草野球チーム『天晴』の大エース。１４０km右腕であり、年間防御率が４年連続０点台。
やってる内に当チャンネルのレギュラーに！
ーーーーーーーーーー 
★＜トクサン＞ツイッター↓ 
@tokusanTV  

★＜アニキ＞ツイッター↓
@Aniki_kusayakyu

★＜ライパチ＞ツイッター↓
@no8rightboy"
UCw3SYO_euO0TSPC_m_0Pzgw	The Los Angeles Times is the largest metropolitan daily newspaper in the country, covering Southern California for more than 137 years. Our video team produces breaking news coverage, documentary series and more.
UC-vvEJmzVsAKd7CUEGt2qbg	
UCeEw2Utee_-P8-KZYTzuUsw	"「野球に関係する仕事がしたいけど、現実できてない」その欲求のはけ口としてはじめた野球専門の動画チャンネル。
最近ちょっとネタっぽいのに走ってますが、割と真面目に実戦動画、グローブ紹介や手入れ・型付け・スキルアップ講座など幅広く取り上げてます。
YouTuberさんとのコラボ積極的にしたいっす。みなさんよろしくお願いします！
毎日18:30頃にがんばってあげているので、チャンネル登録もお願いします～。

2015年2月より野球動画に絞った配信をはじめる。
2015年7月に100万回再生突破！
2015年10月に200万再生突破！
2015年11月に300万再生突破！
2015年12月に400万再生突破！
2015年1月に500万再生突破！
2015年2月に600万再生突破！チャンネル登録者1万人突破！
2015年3月に700万再生突破！
2015年4月に800万再生突破！
2015年5月に900万再生突破！
2015年5月に1000万再生突破！
2015年9月に2000万再生突破！
2016年8月に3000万再生突破！
2016年12月に4000万再生突破！
2017年3月に5000万再生突破！
2017年4月に6000万再生突破！
2017年6月に7000万再生突破！
2017年7月に8000万再生突破！
2017年8月に9000万再生突破！
2017年9月に1億再生突破！

2017年9月時点で単月再生数は1300万見込み。"
UCAqtJ9Us6KjD67j7zPV2xUA	"Vamos Sports是徐裴翊成立運動媒體平台，提供體育休閒賽事、人物、及專題的專業影音頻道。
官方聯絡信箱：vamos@vamossports.com.tw
專案合作、廣告接洽：李家梵

【訂閱Vamos Sports頻道】http://goo.gl/zmhAI9 
未經同意不得使用、隨意翻攝或下載重製

喜歡我們，請加入【Vamos Sports】的粉絲專頁↓↓↓"
UCsebzRfMhwYfjeBIxNX1brg	
UChLK3zS3-kR21JVTaNovPIg	ライオンズの魅力をもっともっと見たい、聞きたい、感じたい！！ 皆様のご期待に応えるため、Lions@YouTubeがスタートしました。グラウンドで活躍する選手の一味違っ たショットや、イベント満載！公式ならではのとっておきのコンテンツをお楽しみいただけます。
UCdJtV6wXT6lnrvldU_urowQ	"Your YouTube home for all ""Olbermann"" highlights and show clips.

""Olbermann"" airs weeknights, 11pm on ESPN2."
UCR1tLg8fy9dklmhZPf0qCWQ	
UC-UXjExO348UiOCxazH69hA	"@WBSC - Official YouTube channel of World Baseball Softball Confederation, the world governing body.
http://www.wbsc.org/"
UCnzbVkknmqhRqUKg7RDTDeg	There's strong, and then there's Army Strong! There's smooth, and then there's Chris Smoove!
UCWJ2lWNubArHWmf3FIHbfcQ	National Basketball Association.  Official home of the most compelling basketball action from the NBA
UCtm_QoN2SIxwCE-59shX7Qg	
UCEjOSbbaOfgnfRODEEMYlCw	DawkinsMTA's NBA Basketball Videos Channel
UCLXzq85ijg2LwJWFrz4pkmw	"UNDISPUTED is a daily two-and-a-half hour sports debate show starring Skip Bayless and Shannon Sharpe. Every day Skip and Shannon will give their unfiltered, incisive, passionate opinions on the biggest sports topics of the day.

Watch ""UNDISPUTED"" Monday-Friday at 9:30 AM ET on FS1

"
UCoh_z6QB0AGB1oxWufvbDUg	"Formerly MLG Highlights - NOW NAMED HNB MEDIA TV! THE #1 PLACE ON THE INTERNET TO FIND BASKETBALL, SPORTS, PODCAST, HIGHLIGHTS AND ENTERTAINMENT! HNB Media TV!

Find the hottest NBA highlights and more in the playlist sections! Organized by season!

Founded by Pavy & Thomas ""TPJ"" Price

Partners include:
Pavy & TPJ of Hoops & Brews | Ashley Nicole Moss | Win Daily Sports | Daniel Beltz | Cameron Buford | Michael Rasile | Christopher A. Kidd

More about HNB Media TV:
HNB Media is a credentialed media organization NBA (Clippers) & WNBA (LA Sparks). HNB Media produces sports, lifestyle and basketball centered content, including shows, podcast and journalism on O&O properties including Hoops & Brews, HNB Boxing & HNBTWO.

Hoops & Brews NBA Debate Show is a nationally syndicated sports debate show and radio show/podcast centered around the NBA starring Pavy (artist/songwriter) & TPJ (filmmaker/digital magnate). Currently a staple show on the NBA’s Nothin But Net DASH Radio channel."
UCtInrnU3QbWqFGsdKT1GZtg	"The ultimate Basketball Channel!

Our channel offers the best basketball action (top plays, highlights & live streams) from all FIBA events as well as many basketball leagues around the world.
 
Watch more than 3,500 basketball games for FREE every year. Subscribe to our Youtube Channel (it's free) to get your 🏀basketball🏀 fix! ➡ http://fiba.com/subYT

Nous diffusons plus de 3500 matchs de basket en live par an sur notre chaine Youtube. Inscrivez-vous pour ne rien manquer ➡ http://fiba.com/subYT

Más de 3,500 partidos de baloncesto GRATIS cada año. ¡Suscríbete a nuestro canal de Youtube (es gratis) para ver más baloncesto! ➡ http://fiba.com/subYT"
UCSpvjDk06HLxBaw8sZw7SkA	"Looking for the latest NBA highlights and breakdowns? Do you want to know what it's like to be in a real coaching film session? Ever wonder how actual NBA players and coaches view the game? Have you struggled to find the best on court basketball demonstrations that will help you improve your playing and coaching game? You've finally found what you've been looking for: Welcome to the conversation.
I'm Coach Nick, founder of BBALLBREAKDOWN, and I've been breaking down NBA games with slow motion, freeze frames, arrows, and voice over for over 8 years. I also have over 20 years experience coaching players at every level, using the most cutting edge techniques that ensure maximum output and efficiency.
Before you click anywhere else, watch a few videos and you'll see how addicting they are. There's always something new to learn about your favorite team or player. YOU IN?"
UCuLUOxd7ezJ8c6NSLBNRRfg	
UC5zJwsFtEs9WYe3A76p7xIA	"I've been blessed to be able to be a global basketball entertainer for almost 20 years.
If you support me on here you're #LiveFam and I genuinely appreciate you!

For bookings: GloballyProfessor@gmail.com

Instagram: https://www.instagram.com/globalhooper
Facebook: https://www.facebook.com/professorlive
Twitter: https://twitter.com/theprofessor
Website: TheProfessorLive.com
Clothing: GlobalHooper.com"
UC_zgOsTPdML6tol9hLYh4fQ	"Ballislife is here to provide all hoop heads with the best exclusive high quality footage & mixtapes of the top high school prospects & future nba stars, college players, top streetballers, NBA pros and just the best basketball videos on the net in general. Ballislife is also a fast growing brand that's quickly turning into a movement around the nation and even around the globe.

** BALLISLIFE GEAR GIVEAWAY! **

Contest Rules

Every week, Monday through Friday, THREE of our videos on the main Ballislife YouTube channel will have special passwords hidden in them. We WON’T tell you which ones. You have to watch to find out!

Any time you find one, text it to us at (310) 388-9892! Every word you find gives you another chance to win!

From all the correct answers we receive, we’ll pick ONE randomly and announce the winner on the following Monday!

Must live in the US to be eligible."
UC8rVYYeV6ekdAYIAYlaeTVA	I just have fun making videos lol
UCXDG9ue-emCN8Ad3h7lERqQ	Andito na lahat ng trip nating sports! PBA, PSL, Gilas Pilipinas, Spikers' Turf, One Championship, UFC Fight Night, WWE, March Madness, NFL, The Nationals, at marami pang iba!
UC3P83RUWwKbZ4bkhNti4ZuQ	"緯來體育台是台灣專業的體育頻道。《緯來體育新聞》節目提供國內外最新體壇動態，深入現場為觀眾帶來賽事戰況報導，更有與國內運動員面對面的深度專訪。NBA時事話題節目《NBA  BJ4》、資深球評與主持人講古說故事《NBA經典時刻》、追蹤中職與旅外球員動態的《棒球週報》。訂閱我們的頻道以獲取最新的體育新聞和亮點！
"
UCGr3nR_XH9r6E5b09ZJAT9w	"Euroleague Basketball Official Youtube Channel
Watch all games LIVE on www.Euroleague.TV 

Join also our Euroleague Basketball Official Facebook & Twitter Pages!"
UC9-OpMMVoNP5o10_Iyq7Ndw	The official YouTube page of Bleacher Report. Subscribe to see sports highlights, features and animations that drive fandom and bring the culture of sports to life.
UCYAJjqIukwm4r3GHEpJDhVw	"Everything is Game. #NBA2K21 is now available
ESRB: EVERYONE"
UCZFhj_r-MjoPCFVUo3E1ZRg	"Whistle is an entertainment brand that creates and distributes video content that is positive, relatable and uplifting. Give us a shout in comment section and make sure to SUBSCRIBE! 

www.facebook.com/WhistleSports
www.instagram.com/WhistleSports
www.twitter.com/WhistleSports
www.tiktok.com/@whistle"
UC7zHLmbmASW9zmLW8WpFm1g	"NBA discussion! NBA debate! Comedy skits, pranks, reactions. So make sure to SUBSCRIBE. New content all the time. You will love this channel if you love cringing, roasting and the NBA.

Name: Ali Khawar
21 years old. 

Follow me on social media for even more fun debate, conversation and comedy
. 
Add me on Snapchat - 
Follow me on Twitter - @RiskyThree
Follow me on Instagram - 
Like my Page on Facebook - /"
UCp3dgMf1OUP2XqOpyOY2bzQ	If you like the NBA, you will like this channel. Or you will like to comment hate on this channel. Either way, welcome!
UCFjrDmEnxrG5TRGVO0TPHLA	"Este é o canal Desimpedidos: o lar da ousadia e alegria, o pojéto do Luxa que deu certo. Quer saber mais? DESCUBRA! És habib. Vídeo novo todos os dias! 

CONTATO: contato@desimpedidos.com.br"
UCBTy8j2cPy6zw68godcE7MQ	"AFTV is the largest football fan network in the world! With a bias towards Arsenal Football Club, we are the authentic voice of the football fan, a place where the fan’s uncensored opinion can be heard before, during and after the whistle blows. If you want to be part of the football conversation, and join in the banter then follow us - for football previews, watch alongs, fancams, podcasts and more. This is where the world watches, and the voice of the fan can be heard!

AFTV is not part of the official Arsenal Football Club. It is a platform set up by Arsenal fans for Arsenal fans where they can voice their independent opinions and talk all things Arsenal - the greatest football club in the world."
UCWkr08nsQ9GuFvHgQYafi_w	"Welcome to my channel! 
If you're a fellow lover of the beautiful game then hopefully you'll enjoy checking out some of my football-related videos! 
Also check out my football/esports club on the Hashtag United channel!
Cheers, Spence."
UC7w8GnTF2Sp3wldDMtCCtVw	"Welcome to Stretford Paddock!

Go ahead and subscribe to get all of the latest Man United news, Academy updates, Transfer news, Manchester United fan reactions, Podcasts, top 5’s on all things Man Utd,  Live watchalongs of Premier League, Champions League and Europa League, Highlights, Review and Analysis. Stretford Paddock began in 2019, but in July 2020 merged with Full Time Devils - the original and best Man United YouTube fan channel - which is why you may see old videos from FTD on this channel, but it’s still the same place to get all the MUFC content you know and love, from Howson, McKola, Jay Motty, Joe, and co!

📱 Follow us over on Twitter: https://twitter.com/StretfordPaddck
📷 And on Instagram: https://www.instagram.com/stretfordpaddck/
👕 Find our merch here: https://stretfordpaddock.bigcartel.com
🎙️ Listen to Our Podcast: https://podfollow.com/stretfordpaddock/

Information on Training and Matches for Stretford Paddock FC can be found here; https://www.stretfordpaddockfc.com"
UCKvn9VBLAiLiYL4FFJHri6g	Ultimate Soccer Skills Channel! F2Freestylers Billy Wingrove & Jeremy Lynch present you best match-play tutorials, live performances, football entertainment, pranks and banter! Subscribe to us to keep up to date with all of our new videos!
UCpcTrCXblq78GZrTUTLWeBw	FIFA on YouTube brings you the best in football videos, including FIFA World Cup™ highlights, full matches, classic stories, exclusive interviews, famous goals, documentaries and behind the scenes coverage of all FIFA's tournaments and events. Subscribe, follow and watch great soccer videos on all devices.
UC14UlmYlSNiQCBe9Eookf_A	"FIRST SPORTS TEAM IN THE WORLD TO REACH 10 MILLION SUBSCRIBERS ON @YOUTUBE! 💙❤️

🔵🔴 Welcome to FC Barcelona's official YouTube channel!
🎥 Highlights, challenges, interviews, vlogs, live shows and much more 
🔔 Turn your notifications on and never a miss a video 
💥 Força Barça! 

Subscribe, we're more than a YouTube channel 😉

--

🔵🔴 Benvinguts al canal oficial de YouTube del FC Barcelona!
🎥 Resums, reptes, entrevistes, vlogs, programes en directe i moltes coses més 
🔔 Activa les notificacions i no et perdis mai cap vídeo
💥 Força Barça! 

Subscriu-te, som més que un canal de YouTube 😉

--


🔵🔴 ¡Bienvenidos al canal oficial de YouTube oficial del FC Barcelona!
🎥 Resúmenes, retos, entrevistas, vlogs, programas en directo y muchas cosas más 
🔔 Activa las notificaciones para no perderte ningún vídeo
💥 ¡Força Barça! 

Suscríbete, somos más que un canal de YouTube 😉"
UCoyaxd5LQSuP4ChkxK0pnZQ	"Official EA SPORTS FIFA videos. 

Follow us on: 

https://plus.google.com/+easportsfifa 
http://www.facebook.com/easportsfifa
http://twitter.com/easportsfifa"
UCTv-XvfzLX3i4IGWAm4sbmA	"Canal oficial de LaLiga Santander en YouTube. No te pierdas detalle de todos los resúmenes de la mejor de liga del mundo, de los goles de las estrellas, de las jugadas más polémicas o de las impresiones de sus entrenadores y jugadores. // Relive all LaLiga Santander football. Don't miss all the highlights of the best league in the world, the goals of the stars, the most controversial plays or the impressions of his coaches and players.

Actualidad, resúmenes y todos los goles del Real Madrid CF, FC Barcelona, At.Madrid... y todos los equipos de Primera División. También los mejores vídeos de las estrellas de LaLiga: Messi, Griezmann, Isco, Benzema, Luis Suárez...// News, highlights and all goals of Real Madrid CF, FC Barcelona, At.Madrid... and all the teams in the First Division. You'll also find the best videos of the stars of LaLiga: Messi, Griezmann, Isco, Benzema, Luis Suárez...

También // Also:
www.youtube.com/laligasmartbank"
UCFlGSuyqfui9DwttuET8MzQ	"Oficjalny kanał Polskiego Związku Piłki Nożnej - materiały filmowe ze zgrupowań reprezentacji Polski: kulisy, reportaże, relacje, skróty meczów, bramki, treningi, wywiady, konferencje prasowe, cykl materiałów Eksperckie Studio. 

Official channel of the Polish Football Association - footages from the Polish National Team's training camps: behind the scenes, coverages, recaps, goals, training sessions, interviews, press conferences and more. "
UCNhxq7He5p-_FdBh0OaxcQg	
UCuOwl-VgqBHOzR8hWnonBcA	Willkommen auf dem offiziellen Sport-Kanal von Sky Deutschland. Hier findet Ihr alle Highlights der UEFA Champions League und des DFB Pokals.  Darüber hinaus bringen wir die besten Momente der EHF Champions League, der LIQUY MOLY Handball Bundesliga und Wimbledon, sowie den Wontorra Fußball-Talk in voller Länge und die Höhepunkte aus Sky90 zu euch nach Hause. Kostenfrei und in HD! Abonniert jetzt unseren YouTube-Kanal und verpasst kein Video mehr.
UC-KQIG4-dyR1kIHCQFOJ-hQ	"OTRO is a creator, publisher and distributor of non-live football content. We build exclusive relationships with the world’s most inspiring and entertaining players and create content and experiences that deepen the connection between players and those who share a passion for the sport.

By the players, for the fans! Enjoy brand new series' from the likes of Lionel Messi, Neymar Jr, David Beckham, Zinedine Zidane, Eric Cantona, Toni Duggan, Lieke Martens, Dele Alli, David Luiz, Benjamin Mendy, James Rodríguez, Paulo Dybala, Luis Suárez and more."
UCWV3obpZVGgJ3j9FVhEjF2Q	"⚽️🏆🌍 Welcome to Real Madrid C.F.'s official YouTube channel. Real Madrid is the most successful club in the history of football. Enjoy the best Real Madrid content here - highlights, behind-the-scenes access, training sessions, goals, historic action and much, much more!

⚽️🏆🌍 Bienvenido al canal oficial de YouTube del Real Madrid C.F.. El Real Madrid es el club más exitoso de la historia del fútbol. ¡Disfruta de los mejores goles, highlights, trucos, nuevos jugadores, entrenamientos, contenido social y mucho más!"
UC6UL29enLNe4mqwTfAyeNuw	"Welcome to the official YouTube page of the Bundesliga! Don’t miss highlights from every game, exclusive clips and footage from your favourite Bundesliga players and teams that can't be found anywhere else -- tactical analyses, behind the scenes, funny challenges, special events, top goal compilations and more!

► Subscribe Now: http://bndsl.ga/sub
► Watch the Bundesliga in your country: http://bndsl.ga/watchBL

-----------------------------------------

Production:
DFL Digital Sports GmbH
Kaltenbornweg 2
D-50679 Cologne
Germany
Tel. +49 (0)221/337760-0
info@bundesliga.com
CEO: Andreas Heyden
Director of Content:Nina Tsimpouli

HRB 72608 Cologne, Germany
VAT ID: DE 278 212 570"
UCkzCjdRMrW2vXLx8mvPVLdQ	Subscribe for free - get closer to the stars of Manchester City with Tunnel Cam, Inside City, Inside Training, the latest news... plus lots more.
UCAGaiAGJg1B3l-hpLpPcdvg	"Canal Oficial de Fútbol para Todos - Argentina

Comunicación oficial de Fútbol Para Todos
Aquellos medios que estén interesados en reproducir nuestros contenidos audiovisuales deberán firmar previamente Acuerdos de Retransmisión. Para más información, ingresar aquí: http://on.fb.me/1C611IN"
UC30avO2n6knAFiH2c8e4qiw	"The Redmen TV is Uncensored LFC Television. 

Stats, Sketches, Analysis, Features, Interviews and Real Fan Opinions broadcasting after every Liverpool game.

Starring:
Chris Pajak
Paul Machin
Tom Dutton
Simon Fletcher
Ross Chandley 
Ben Kelly

Produced By
All Machin Productions LTD
www.youtube.com/AllMachinProductions"
UCZkcxFIsqW5htimoUQKA0iA	"Herzlich Willkommen auf dem offiziellen YouTube-Channel des FC Bayern! Hier findet ihr immer die aktuellsten News rund um den deutschen Rekordmeister. Seid live beim Training dabei, staunt über spektakuläre Skills, Tore und Challenges und lernt eure Lieblingsspieler in Interviews und Portraits noch besser kennen.
Abonniert jetzt unseren Kanal und verpasst kein Video mehr!

Impressum & Datenschutzerklärung: https://fcbayern.com/de/social-media/datenschutzerklaerung-youtube-de"
UCaQHxlbPAmh7VWRudyRkwjw	"The adidas Football channel brings you the world of creativity. 

Gain exclusive access to our players, go behind the scenes with our teams and be the first to see the latest innovations in football. 

adidas Football's mission is to push the limits of the game, driving the performances of Leo Messi, Paul Pogba, Paulo Dybala, Mo Salah and many more."
UCeTKJSW1NTAkf27nNmjWt5A	"Welcome To The Official Australian Open TV YouTube Channel. Here you will find exclusive clips, news and classic matches from Australian Open tournaments as well as player interviews featuring the likes of Novak Djokovic, Serena Williams, Roger Federer, Maria Sharapova, Rafael Nadal, Nick Kyrgios and Ash Barty.

Make sure to subscribe to keep up with the latest Australian Open news, highlights and classic matches: http://bit.ly/AustralianOpenTV

Watch more exclusive content at http://www.ausopen.com

LIKE Australian Open on Facebook: https://www.facebook.com/australianopen

FOLLOW Australian Open on Twitter: https://twitter.com/australianopen"
UC9ckyA_A3MfXUa0ttxMoIZw	The International Table Tennis Federation is the international body governing Table Tennis
UCY_5h5zaSwN7Or4kIJDYNXA	"Official Channel of the ATP Tour.

Amazing hot shots, player interviews and fun features from 64 tournaments in 30 countries.

ATP is the governing body of the men's professional tennis circuits - the ATP Tour, the ATP Challenger Tour and the ATP Champions Tour."
UCNa8NxMgSm7m4Ii9d4QGk1Q	"Welcome to Wimbledon on YouTube, your destination for everything that happens at The All England Lawn Tennis Club (Championships). We will be bringing you interviews with your favourite players such as Novak Djokovic, Serena Williams, Roger Federer, Rafael Nadal and Andy Murray. We also will have special features, live coverage, and behind the scenes videos to show you what really happens on and off the courts.

Tell us in the comments below if there is anything specific you would like to see.

SUBSCRIBE to The Wimbledon YouTube Channel: http://www.youtube.com/wimbledon

LIKE Wimbledon on Facebook: https://www.facebook.com/Wimbledon

FOLLOW Wimbledon on Twitter: https://twitter.com/Wimbledon

+1 Wimbledon on Google+: https://plus.google.com/+Wimbledon

VISIT: http://www.wimbledon.com/en_GB/index.html

This is the official YouTube page of The All England Lawn Tennis Club (Championships), home of Wimbledon. The Championships 2014 will run from 23 June-6 July."
UC0RpYq2S56n4y2xQB9RlrJA	This is the premiere place to come if you are interesting in developing your Table Tennis game to your highest level. Dynamic Table Tennis has the largest English speaking Instructional Table Tennis Series in the world. If you are interested in improving in Table Tennis, This is your place
UCbcxFkd6B9xUU54InHv4Tig	"The official Tennis TV YouTube channel, home of the best ATP tennis videos and tennis highlights.

We bring you match highlights and action from the ATP Tour all year round plus, unprecedented behind the scenes access to the biggest stars in tennis.

Never miss an upload - subscribe to tennis' most-watched YouTube channel now.

__________________________

Tennis TV is the official streaming service of the ATP Tour, offering live streams of tennis matches in 1080 HD - all available on-demand too - plus, a rich archive of full matches dating back to 1990.

Visit www.tennistv.com or search 'tennis tv' in a search engine or app store."
UCRm-DLbhzojKd10edotYxMg	"Bienvenue sur le plus grand terrain de sport en clair. 
Retrouvez toute l'actualité de tous les sports sur http://www.francetvsport.fr ainsi que sur nos réseaux sociaux Twitter, Instagram, Snapchat et Facebook"
UCaBIVVpHjq6j3tSyxwTE-8Q	Official Home of Women's Professional Tennis
UCF3K1Jf8hjFW8qliei8fQ3A	"Welcome to the Roland-Garros official Youtube channel. Here, you will find all the videos of the tournament including interviews, best of, highlights and many more featuring the best tennis players in the world such as Roger Federer, Rafael Nadal, Novak Djokovic, Serena Williams, Dominic Thiem, Simona Halep...

Make sure you subscribe for daily videos! 

The 2020 Roland Garros tournament will run from 21 September - 11 October.
"
UCmgyIibKmFosnm-LyZEB7uQ	"Tennis Warehouse has the best selection of tennis gear at the guaranteed lowest prices. Official retail partner of the ATP & WTA. Always offering the latest-and-greatest, Tennis Warehouse’s ever-expanding inventory of tennis gear, reviews and content reaches well beyond what we can showcase on our website. We promise to keep you up to date with gear reviews on the newest racquets, shoes, strings, bags and more all while offering knowledge on how to improve your game with gear and technique! We also take you behind the scenes and offer you insight from touring pros and industry experts. Be sure to tune in every week for access to our Talk Tennis Podcast, our Weekly Drill, Reviews on Gear, Sneak Peeks and First Looks as well as our Weekly VLOG which appears every Friday. Official retail partner of the ATP & WTA.

"
UC8cc4pVKVHG7A9fbNsRNrLQ	"Together with our clients, we're using technologies like AI, cloud, blockchain & IoT to transform business, industries and the world. Let’s put smart to work.

This page follows the IBM Social Computing Guidelines."
UC_6FUryP3X_kJDm7eGWQN_g	"Hi,

My Name is Thorsten and i am a Offical Table Tennis Youtuber.

I am Working for the International Table Tennis Federation and for the German Tischtennis Bundesliga.

I have the Copyrights for all my Content."
UCXbboag48Qlr78zzz6SkzkQ	The Official YouTube Channel of the US Open.
UC0ML1BOQVPYv6GLOz854S7w	Welcome to WRM-TV, We are a world's best table tennis（PingPong Technique)coaching site！卓球知恵袋では、卓球のサーブやドライブ、初心者の技術動画まで、幅広く卓球技術を解説。卓球ラバーやラケット紹介、卓球試合動画などたくさんの動画コンテンツを配信しています。
UCFKXJHDGSt50dI7CfftVVSA	"Здравствуйте! На связи Артём Уточкин! 
Спортсмен и член юношеской сборной России в прошлом и тренер и мастер спорта в настоящем.
Когда-то давно я начал вести блог artemutochkin.ru, чтобы делиться своими мыслями и опытом. Что из этого получилось, судить вам :)"
UCr2FcZ-C3s77sbF5dSZpRiw	"Special thanks to my father for giving me this opportunity to record matches in this quality. This channel is dedicated for him and everyone who loves this game.

IF YOU ARE INTERESTED IN BUYING FULL MATCHES IN GREAT QUALITY CONTACT ME."
UCNOhED7RHmzzoxS3YnAUwPQ	"Our mission at Top Tennis Training is to help you transform your tennis.  Need help improving your tennis serve, tennis forehand, tennis backhand, tennis volleys, or tennis tactics & strategy then we want to help you.
Your TTT coaches include:
David Ferrer (tactics, footwork & fitness)
David Nalbandian (two-handed backhand and return of serve)
Tommy Robredo (one-handed backhand)
Sam Groth (serve)
Simon Konov and Alex Slabinsky (entire game)
Our online videos have been viewed over 120 million times and we are the most followed tennis instructional website in the world with over 250k social media followers.
What makes us different? Unlike most other tennis websites, every coach teaching you the game has not only coached at performance level but has competed at pro level so you are in unique hands,
Click the link below to start improving your game."
UCxcW6JYkMvq-URWGYuNOiCA	TennisNow.com helps tennis fans connect and share their love of the sport by offering live scores, blogs, player profiles, videos, and more. We focus on the latest tennis happenings and pride ourselves on providing the most current news and information.
UCeCmnibUIaXUI1WEbUO7lVw	Welcome to the best tennis instruction YouTube channel in the world! Here at Essential Tennis you will find countless video tennis lessons covering every possible part of the great game of tennis. Browse the hundreds of full motion and super slow motion pro clips of players like Roger Federer, Rafael Nadal, Andy Murray and Novak Djokovic. Whether you want a tennis lesson on topspin or detailed analysis of Federer's forehand you'll find it all here at Essential Tennis. Be sure to subscribe so you don't miss out on all of the regularly updated lessons and pro videos!
UC_TNBWPjmGGNV3CA_vwK97Q	"PingSkills produces Table Tennis coaching tutorials to help you improve your game. We regularly add videos on the strokes and techniques of the game plus we record video responses to questions we've received through the ask the coach section of the PingSkills website. We also produce a weekly podcast where we answer your table tennis questions.

Alois Rosario is the head coach with decades of experience in coaching. He was also a very good player himself representing Australia at multiple World Championships. He is currently the coach of the Australian Paralympic team.

Jeff Plumb is the video editor and website developer at PingSkills. Jeff represented Australia at the Sydney 2000 Olympic Games and is currently studying to become a mathematics and IT teacher.

If you want to let us help you improve your table tennis then subscribe to our channel.

To improve your table tennis visit http://www.PingSkills.com/"
UCNMg6XDhRZI2QzL4pWOvP_w	"Welcome to the official YouTube channel of the International Volleyball Federation (FIVB)!  

Subscribe now for match highlights, live streams and amazing compilations from the biggest Volleyball competitions in the world, including the best rallies and moments from the Volleyball Nations League (VNL), World Championships and youth tournaments!"
UCzuTOx2CkrLpNZ2kI0E6SAg	"Αγώνες μπάσκετ του Αρη του ΠΑΟ και της Εθνικής, όπου έπαιξε ο Νίκος Γκάλης. Για να απολαμβάνουν και να θυμούνται οι παλιοί, και να μαθαίνουν οι νεότεροι. Το κανάλι δεν προωθεί τον οπαδισμό και το φανατισμό μεταξύ των φιλάθλων των διαφόρων ομάδων. Άλλωστε ο Θεός του μπάσκετ είναι πέρα από χρώματα, οπαδικές και συλλογικές προτιμήσεις!

ΥΓ: ΣΗΜΑΝΤΙΚΟ: ΔΕΝ ΕΙΜΑΙ Ο ΝΙΚΟΣ ΓΚΑΛΗΣ!"
UCGKFpegl7pnPVBi6FhZd4kQ	歡迎來到SSUtv YouTube頻道。本頻道為大專體總（Chinese Taipei University Sports Federation）所屬SSU大專學生運動網www.ssu.org.tw管理使用。SSUtv是第一個專為國內學生體育運動設立的專屬YouTub­­e頻道，SSUtv提供UBA、UVL、UBL、UFA、UC­C­等精彩大學賽事影片外，SSUtv定期也提供高品質的108­0p­HD YouTube網路賽事直播服務，手機及平板也能觀看。歡迎訂閱­­本頻道！可以獲得最新直播消息，您的訂閱就是SSUtv的動力­！
